OID_,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OPTPer1000,Field2,LogDist,Field,HispDoub,BelowPovDo,AgeDoub,PovDoub,GEOID_1,Total_count,Optometry_count,Ophthalmology_count,Others_count,NAMESLAD,TotalPop,WhitePerc,Median_household_income,Mean_household_income,Bach_or_higher_perc,No_high_school_grad_perc,Percent_insured,index,TRACTCE_1,POPULATION_x,Clean_Zip,Full_Address,Optometry,Distances,BlackPerc,AsianPerc,Median_Age,HispPerc,PercVisionDisab,BelowPovertyPerc,Field1,STATEFP_1,COUNTYFP_1,TRACTCE_12,GEOID_12,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,Areas,Score,OtherScore,Area
738,17,031,690300,17031690300,6903,Census Tract 6903,G5020,S,512681.000000000000000,0.000000000000000,+41.7686693,-087.6290093,0.000000000000000,740,7.978434165570000,0,9.800000000000001,3.464990000000000,0.800000000000000,41.700000000000003,17031690300.000000000000000,1,0,1,0,Census Tract 6903,2302,1.430000000000000,0,46765,11.900000000000000,12.900000000000000,90.099999999999994,3062,690300,2302,60637,6135 S GREENWOOD AVE APT 3S  CHICAGO IL 60637,TRUE,2917.360000000000127,95.000000000000000,0.350000000000000,42.1,9.8,3.46499,41.7,2814,17,31,690300,17031690300.000000000000000,6903.000000000000000,Census Tract 6903,G5020,S,512681,0.000000000000000,41.768669299999999,-87.629009300000007,512680.955399999977089,168.981110599999994,33.950937969999998,512680.955399999977089
739,17,031,690500,17031690500,6905,Census Tract 6905,G5020,S,323161.000000000000000,0.000000000000000,+41.7681794,-087.6121031,0.008064516129030,741,7.671104396810000,0,9.199999999999999,3.331520000000000,0.000000000000000,33.700000000000003,17031690500.000000000000000,16,8,8,0,Census Tract 6905,992,1.710000000000000,40179,51764,14.699999999999999,14.100000000000000,91.900000000000006,3064,690500,992,60637,6135 S GREENWOOD AVE APT 3S  CHICAGO IL 60637,TRUE,2145.449999999999818,94.150000000000006,0.000000000000000,41.3,9.2,3.33152,33.7,2815,17,31,690500,17031690500.000000000000000,6905.000000000000000,Census Tract 6905,G5020,S,323161,0.000000000000000,41.768179400000001,-87.612103099999999,323162.605600000009872,118.757735800000006,23.399655020000001,323162.605600000009872
740,17,031,690900,17031690900,6909,Census Tract 6909,G5020,S,655477.000000000000000,0.000000000000000,+41.7621424,-087.6103447,0.000941176470588,742,7.799278861490000,0,2.800000000000000,3.387180000000000,1.700000000000000,30.600000000000001,17031690900.000000000000000,7,4,3,0,Census Tract 6909,4250,0.400000000000000,35960,49585,16.300000000000001,13.300000000000001,90.700000000000003,3095,690900,4250,60619,1133 E 83RD ST UNIT # 204 CHICAGO IL 60619,TRUE,2438.840000000000146,94.959999999999994,0.050000000000000,35.9,2.8,3.38718,30.6,2816,17,31,690900,17031690900.000000000000000,6909.000000000000000,Census Tract 6909,G5020,S,655477,0.000000000000000,41.762142400000002,-87.610344699999999,655473.870800000033341,82.507584710000003,15.422611460000001,655473.870800000033341
741,17,031,691000,17031691000,6910,Census Tract 6910,G5020,S,648676.000000000000000,0.000000000000000,+41.7619654,-087.6200151,0.001499250374810,743,7.943570297650000,0,0.700000000000000,3.449850000000000,0.900000000000000,20.500000000000000,17031691000.000000000000000,7,4,3,0,Census Tract 6910,2668,0.710000000000000,46683,56035,29.899999999999999,6.600000000000000,90.900000000000006,3096,691000,2668,60619,1133 E 83RD ST UNIT # 204 CHICAGO IL 60619,TRUE,2817.400000000000091,94.680000000000007,0.110000000000000,46.6,0.7,3.44985,20.5,2817,17,31,691000,17031691000.000000000000000,6910.000000000000000,Census Tract 6910,G5020,S,648676,0.000000000000000,41.761965400000001,-87.620015100000003,648677.929600000032224,118.434197900000001,22.374605670000001,648677.929600000032224
742,17,031,700100,17031700100,7001,Census Tract 7001,G5020,S,2311840.000000000000000,0.000000000000000,+41.7535935,-087.6953091,0.002705953096810,744,7.706393566470000,0,1.300000000000000,3.346840000000000,36.100000000000001,13.800000000000001,17031700100.000000000000000,10,9,1,0,Census Tract 7001,3326,9.230000000000000,71397,81701,12.600000000000000,24.300000000000001,84.599999999999994,3299,700100,3326,60629,6857 S PULASKI RD  CHICAGO IL 60629,TRUE,2222.510000000000218,50.810000000000002,0.120000000000000,31.3,1.3,3.34684,13.8,2818,17,31,700100,17031700100.000000000000000,7001.000000000000000,Census Tract 7001,G5020,S,2311840,0.000000000000000,41.753593500000001,-87.695309100000003,2311837.569999999832362,51.708668029999998,11.095574989999999,2311837.569999999832362
743,17,031,700200,17031700200,7002,Census Tract 7002,G5020,S,1614071.000000000000000,0.000000000000000,+41.7529893,-087.7237840,0.001373207201710,745,7.337292906980000,0,3.500000000000000,3.186550000000000,71.900000000000006,15.300000000000001,17031700200.000000000000000,10,9,1,0,Census Tract 7002,6554,19.410000000000000,78581,81376,14.500000000000000,21.000000000000000,85.500000000000000,3300,700200,6554,60459,7708 S. CICERO AVENUE SUITE A5 BURBANK IL 60459,TRUE,1536.549999999999955,10.890000000000001,0.640000000000000,36,3.5,3.18655,15.3,2819,17,31,700200,17031700200.000000000000000,7002.000000000000000,Census Tract 7002,G5020,S,1614071,0.000000000000000,41.752989300000003,-87.723783999999995,1614073.709000000031665,60.875238860000003,12.276264990000000,1614073.709000000031665
744,17,031,320600,17031320600,3206,Census Tract 3206,G5020,S,609069.000000000000000,549336.000000000000000,+41.8705542,-087.6165962,0.001876465989050,746,5.118423630210000,0,2.400000000000000,2.222900000000000,9.600000000000000,11.699999999999999,17031320600.000000000000000,14,12,2,0,Census Tract 3206,6395,53.619999999999997,113051,133221,88.000000000000000,0.000000000000000,98.700000000000003,2967,320600,6395,60605,1111 S WABASH AVE #2508 CHICAGO IL 60605,TRUE,167.069999999999993,12.619999999999999,23.219999999999999,33.3,2.4,2.2229,11.7,2820,17,31,320600,17031320600.000000000000000,3206.000000000000000,Census Tract 3206,G5020,S,609069,549336.000000000000000,41.870554200000001,-87.616596200000004,1158402.152999999932945,193.023149600000011,37.722476649999997,1158402.152999999932945
745,17,031,330200,17031330200,3302,Census Tract 3302,G5020,S,756020.000000000000000,35440.000000000000000,+41.8655783,-087.6305680,0.043662674650700,747,5.628003404280000,0,0.700000000000000,2.444210000000000,5.400000000000000,10.000000000000000,17031330200.000000000000000,184,175,10,0,Census Tract 3302,4008,37.030000000000001,117237,164092,70.500000000000000,6.200000000000000,95.500000000000000,2971,330200,4008,60605,1529 S STATE ST  CHICAGO IL 60605,TRUE,278.110000000000014,29.340000000000000,23.579999999999998,40.4,0.7,2.44421,10.0,2821,17,31,330200,17031330200.000000000000000,3302.000000000000000,Census Tract 3302,G5020,S,756020,35440.000000000000000,41.865578300000003,-87.630567999999997,791461.599000000045635,331.759310400000004,64.742076389999994,791461.599000000045635
746,17,031,590500,17031590500,5905,Census Tract 5905,G5020,S,572106.000000000000000,24222.000000000000000,+41.8248978,-087.6804596,0.004314994606260,748,6.731362839500000,0,3.000000000000000,2.923390000000000,42.600000000000001,11.199999999999999,17031590500.000000000000000,8,8,0,0,Census Tract 5905,1854,30.739999999999998,71641,77692,30.500000000000000,18.199999999999999,94.299999999999997,3229,590500,1854,60609,3553 S HERMITAGE AVE  CHICAGO IL 60609,TRUE,838.289999999999964,2.000000000000000,22.170000000000002,42,3,2.92339,11.2,2825,17,31,590500,17031590500.000000000000000,5905.000000000000000,Census Tract 5905,G5020,S,572106,24222.000000000000000,41.824897800000002,-87.680459600000006,596327.526599999982864,222.135089899999997,42.196073790000000,596327.526599999982864
747,17,031,590600,17031590600,5906,Census Tract 5906,G5020,S,347982.000000000000000,0.000000000000000,+41.8268332,-087.6729244,0.002300834052340,749,6.006473507040000,0,5.600000000000000,2.608580000000000,52.600000000000001,9.900000000000000,17031590600.000000000000000,8,8,0,0,Census Tract 5906,3477,25.739999999999998,59714,74439,32.100000000000001,22.899999999999999,87.000000000000000,3230,590600,3477,60609,3553 S HERMITAGE AVE  CHICAGO IL 60609,TRUE,406.050000000000011,2.010000000000000,15.190000000000000,35.9,5.6,2.60858,9.9,2826,17,31,590600,17031590600.000000000000000,5906.000000000000000,Census Tract 5906,G5020,S,347982,0.000000000000000,41.826833200000003,-87.672924399999999,347982.205200000025798,228.748036600000006,42.881868269999998,347982.205200000025798
748,17,031,671200,17031671200,6712,Census Tract 6712,G5020,S,244922.000000000000000,0.000000000000000,+41.7766993,-087.6665823,0.000000000000000,750,7.944904340320000,0,5.500000000000000,3.450430000000000,0.000000000000000,9.400000000000000,17031671200.000000000000000,0,0,0,0,Census Tract 6712,980,2.550000000000000,39231,53900,10.699999999999999,26.000000000000000,89.299999999999997,3281,671200,980,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,2821.159999999999854,78.980000000000004,0.000000000000000,29.1,5.5,3.45043,9.4,2827,17,31,671200,17031671200.000000000000000,6712.000000000000000,Census Tract 6712,G5020,S,244922,0.000000000000000,41.776699299999997,-87.666582300000002,244920.253700000001118,48.229886489999998,7.446281985000000,244920.253700000001118
749,17,031,671100,17031671100,6711,Census Tract 6711,G5020,S,245194.000000000000000,0.000000000000000,+41.7767771,-087.6617159,0.000000000000000,751,8.025690390639999,0,6.000000000000000,3.485510000000000,1.200000000000000,69.299999999999997,17031671100.000000000000000,0,0,0,0,Census Tract 6711,994,0.400000000000000,13060,24548,9.000000000000000,8.000000000000000,79.099999999999994,3261,671100,994,60609,5026 SO ASHLAND AVE  CHICAGO IL 60609,TRUE,3058.530000000000200,85.510000000000005,0.400000000000000,46.2,6,3.48551,69.3,2828,17,31,671100,17031671100.000000000000000,6711.000000000000000,Census Tract 6711,G5020,S,245194,0.000000000000000,41.776777099999997,-87.661715900000004,245196.430900000006659,66.409518239999997,9.798398801999999,245196.430900000006659
750,17,031,671300,17031671300,6713,Census Tract 6713,G5020,S,484665.000000000000000,0.000000000000000,+41.7739015,-087.6713493,0.000000000000000,752,7.811400445660000,0,7.900000000000000,3.392450000000000,5.700000000000000,22.199999999999999,17031671300.000000000000000,0,0,0,0,Census Tract 6713,2048,1.710000000000000,27316,37546,5.100000000000000,16.600000000000001,91.299999999999997,3282,671300,2048,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,2468.590000000000146,81.879999999999995,0.000000000000000,50,7.9,3.39245,22.2,2829,17,31,671300,17031671300.000000000000000,6713.000000000000000,Census Tract 6713,G5020,S,484665,0.000000000000000,41.773901500000001,-87.671349300000003,484660.231399999989662,37.058578789999999,7.874164170000000,484660.231399999989662
751,17,031,671500,17031671500,6715,Census Tract 6715,G5020,S,741246.000000000000000,0.000000000000000,+41.7681722,-087.6696315,0.000000000000000,753,7.908838594510000,0,7.700000000000000,3.434760000000000,11.500000000000000,19.500000000000000,17031671500.000000000000000,0,0,0,0,Census Tract 6715,2716,3.870000000000000,34460,51683,15.699999999999999,18.199999999999999,92.099999999999994,3284,671500,2716,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,2721.230000000000018,74.299999999999997,0.180000000000000,39.9,7.7,3.43476,19.5,2830,17,31,671500,17031671500.000000000000000,6715.000000000000000,Census Tract 6715,G5020,S,741246,0.000000000000000,41.768172200000002,-87.669631499999994,741246.519800000009127,43.868300890000000,10.400155390000000,741246.519800000009127
752,17,031,671600,17031671600,6716,Census Tract 6716,G5020,S,407164.000000000000000,0.000000000000000,+41.7694999,-087.6615113,0.000000000000000,754,8.106306046400000,0,4.400000000000000,3.520520000000000,0.000000000000000,45.200000000000003,17031671600.000000000000000,0,0,0,0,Census Tract 6716,1804,1.160000000000000,17831,32457,2.500000000000000,12.600000000000000,90.099999999999994,3285,671600,1804,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,3315.309999999999945,87.799999999999997,0.390000000000000,39.5,4.4,3.52052,45.2,2831,17,31,671600,17031671600.000000000000000,6716.000000000000000,Census Tract 6716,G5020,S,407164,0.000000000000000,41.769499900000000,-87.661511300000001,407168.770699999993667,50.865531599999997,11.072290110000001,407168.770699999993667
753,17,031,671800,17031671800,6718,Census Tract 6718,G5020,S,324235.000000000000000,0.000000000000000,+41.7614010,-087.6564481,0.000000000000000,755,8.283713685430000,0,3.200000000000000,3.597570000000000,2.500000000000000,41.799999999999997,17031671800.000000000000000,0,0,0,0,Census Tract 6718,1142,2.100000000000000,31061,66325,12.699999999999999,16.500000000000000,96.099999999999994,3286,671800,1142,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,3958.869999999999891,85.379999999999995,0.090000000000000,32.1,3.2,3.59757,41.8,2836,17,31,671800,17031671800.000000000000000,6718.000000000000000,Census Tract 6718,G5020,S,324235,0.000000000000000,41.761400999999999,-87.656448100000006,324236.473899999982677,50.981412849999998,12.354622859999999,324236.473899999982677
754,17,031,671900,17031671900,6719,Census Tract 6719,G5020,S,322062.000000000000000,0.000000000000000,+41.7613256,-087.6612802,0.000000000000000,756,8.191287437290001,0,1.600000000000000,3.557430000000000,26.699999999999999,3.800000000000000,17031671900.000000000000000,0,0,0,0,Census Tract 6719,1122,3.740000000000000,59663,68639,18.600000000000001,19.500000000000000,84.500000000000000,3287,671900,1122,60629,6455 S KEDZIE AVE  CHICAGO IL 60629,TRUE,3609.369999999999891,81.019999999999996,0.450000000000000,35.5,1.6,3.55743,3.8,2837,17,31,671900,17031671900.000000000000000,6719.000000000000000,Census Tract 6719,G5020,S,322062,0.000000000000000,41.761325599999999,-87.661280199999993,322061.342500000027940,45.759667090000001,12.076747689999999,322061.342500000027940
755,17,031,710100,17031710100,7101,Census Tract 7101,G5020,S,215116.000000000000000,0.000000000000000,+41.7533918,-087.6419713,0.000000000000000,757,8.132337655820001,0,4.000000000000000,3.531830000000000,4.200000000000000,57.200000000000003,17031710100.000000000000000,0,0,0,0,Census Tract 7101,1015,2.270000000000000,20797,25706,12.000000000000000,8.500000000000000,96.200000000000003,3114,710100,1015,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,3402.739999999999782,92.510000000000005,0.000000000000000,44.6,4,3.53183,57.2,2838,17,31,710100,17031710100.000000000000000,7101.000000000000000,Census Tract 7101,G5020,S,215116,0.000000000000000,41.753391800000003,-87.641971299999994,215114.226200000004610,80.265681490000006,14.451878440000000,215114.226200000004610
756,17,031,710200,17031710200,7102,Census Tract 7102,G5020,S,741782.000000000000000,0.000000000000000,+41.7551131,-087.6514252,0.000000000000000,758,8.285023836560001,0,1.800000000000000,3.598140000000000,0.000000000000000,30.500000000000000,17031710200.000000000000000,0,0,0,0,Census Tract 7102,4635,1.060000000000000,27016,47689,6.700000000000000,19.600000000000001,94.599999999999994,3308,710200,4635,60652,2800 W 87TH ST  CHICAGO IL 60652,TRUE,3964.059999999999945,94.609999999999999,0.240000000000000,35.3,1.8,3.59814,30.5,2839,17,31,710200,17031710200.000000000000000,7102.000000000000000,Census Tract 7102,G5020,S,741782,0.000000000000000,41.755113100000003,-87.651425200000006,741783.604900000034831,54.693321930000003,12.719368930000000,741783.604900000034831
757,17,031,710400,17031710400,7104,Census Tract 7104,G5020,S,1002458.000000000000000,0.000000000000000,+41.7539184,-087.6709328,0.000000000000000,759,7.916036015880000,0,6.600000000000000,3.437890000000000,4.600000000000000,35.200000000000003,17031710400.000000000000000,0,0,0,0,Census Tract 7104,5424,1.290000000000000,36827,50838,20.399999999999999,12.100000000000000,91.200000000000003,3310,710400,5424,60652,2800 W 87TH ST  CHICAGO IL 60652,TRUE,2740.880000000000109,92.069999999999993,0.060000000000000,36.6,6.6,3.43789,35.2,2840,17,31,710400,17031710400.000000000000000,7104.000000000000000,Census Tract 7104,G5020,S,1002458,0.000000000000000,41.753918400000003,-87.670932800000003,1002456.976999999955297,44.803137579999998,11.342713120000001,1002456.976999999955297
758,17,031,710500,17031710500,7105,Census Tract 7105,G5020,S,748404.000000000000000,0.000000000000000,+41.7475316,-087.6707874,0.000000000000000,760,7.767674054080000,0,3.000000000000000,3.373460000000000,1.900000000000000,30.800000000000001,17031710500.000000000000000,0,0,0,0,Census Tract 7105,4036,0.970000000000000,34555,53512,19.500000000000000,13.199999999999999,92.900000000000006,3311,710500,4036,60652,2800 W 87TH ST  CHICAGO IL 60652,TRUE,2362.969999999999800,94.469999999999999,0.070000000000000,32.5,3,3.37346,30.8,2841,17,31,710500,17031710500.000000000000000,7105.000000000000000,Census Tract 7105,G5020,S,748404,0.000000000000000,41.747531600000002,-87.670787399999995,748406.844900000025518,44.541171060000003,10.175719150000001,748406.844900000025518
759,17,031,710600,17031710600,7106,Census Tract 7106,G5020,S,244933.000000000000000,0.000000000000000,+41.7476600,-087.6609434,0.000000000000000,761,7.958745659500000,0,3.400000000000000,3.456440000000000,0.000000000000000,18.100000000000001,17031710600.000000000000000,0,0,0,0,Census Tract 7106,1706,0.410000000000000,37926,59504,14.699999999999999,17.300000000000001,85.799999999999997,3312,710600,1706,60652,2800 W 87TH ST  CHICAGO IL 60652,TRUE,2860.480000000000018,95.019999999999996,0.060000000000000,47.2,3.4,3.45644,18.1,2844,17,31,710600,17031710600.000000000000000,7106.000000000000000,Census Tract 7106,G5020,S,244933,0.000000000000000,41.747660000000003,-87.660943399999994,244932.570199999987381,39.053930430000001,12.432144180000000,244932.570199999987381
760,17,031,710800,17031710800,7108,Census Tract 7108,G5020,S,816273.000000000000000,0.000000000000000,+41.7478366,-087.6488126,0.000000000000000,762,8.195523748159999,0,4.100000000000000,3.559270000000000,0.100000000000000,26.199999999999999,17031710800.000000000000000,0,0,0,0,Census Tract 7108,4804,0.650000000000000,25147,34822,13.300000000000001,19.399999999999999,92.500000000000000,3115,710800,4804,60619,8541 S COTTAGE GROVE AVE  CHICAGO IL 60619,TRUE,3624.690000000000055,95.670000000000002,0.060000000000000,38.8,4.1,3.55927,26.2,2845,17,31,710800,17031710800.000000000000000,7108.000000000000000,Census Tract 7108,G5020,S,816273,0.000000000000000,41.747836599999999,-87.648812599999999,816277.605800000019372,46.383803530000002,11.976815750000000,816277.605800000019372
